sep=|
ESTADO|DISTRITO|PARTIDO_CI|CANDIDATURA_PROPIETARIA|CANDIDATURA_SUPLENTE
5|2|FS X MÉXICO|GRECIA ARACELY HERNANDEZ REVELES|MA DE LOURDES SANCHEZ GALLEGOS
5|2|PVEM_PT_MORENA|FRANCISCO JAVIER BORREGO ADAME|JORGE ARTURO VALDES FLORES
5|2|PVEM_PT|FRANCISCO JAVIER BORREGO ADAME|JORGE ARTURO VALDES FLORES
5|2|PVEM_MORENA|FRANCISCO JAVIER BORREGO ADAME|JORGE ARTURO VALDES FLORES
5|2|PT_MORENA|FRANCISCO JAVIER BORREGO ADAME|JORGE ARTURO VALDES FLORES
5|3|PAN|JESUS ALFREDO PAREDES LOPEZ|MAURILIO ROMO RODRIGUEZ
5|3|PRI|CRISTINA AMEZCUA GONZALEZ|ALMA PATRICIA CARDONA ORTIZ
5|3|PRD|DAVID ALAN RAMOS VIRUETE|JESUS HUMBERTO GOMEZ RAMOS
5|3|PVEM|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|PT|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|MOVIMIENTO CIUDADANO|OSCAR ROMEO MALDONADO DOMINGUEZ|MIGUEL ANGEL ZAPATA VIERA
5|3|MORENA|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|PES|ADORACION MARIA GUADALUPE DE LA TORRE GARZA|VELIA NATIVIDAD VALDES PEREZ
5|3|RSP|DIANA LAURA SILVA TRUJILLO|MA DEL ROSARIO GARCIA RENDON
5|3|FS X MÉXICO|MARIA CAROLINA DE LAS MERCEDES GONZALEZ ADAN|MA TERESA DE JESUS CANTU GARZA
5|3|PVEM_PT_MORENA|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|PVEM_PT|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|PVEM_MORENA|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|3|PT_MORENA|MELBA NELIA FARIAS ZAMBRANO|MA ESTHER HERRERA VENTURA
5|4|PAN|ESTHER QUINTANA SALINAS|ATALA CONSUELO SANCHEZ MURILLO
5|4|PRI|YERICO ABRAMO MASSO|SALVADOR DAVILA SANCHEZ
5|4|PRD|ALFREDO MARTINEZ GUAJARDO|ADRIAN RICARDO VIRGEN AVALOS
5|4|PVEM|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|PT|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|MOVIMIENTO CIUDADANO|RICARDO ARTURO NAJERA FRANCO|MIGUEL ENRIQUE AGUILERA RODRIGUEZ
5|4|MORENA|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|PES|SONIA ANGELICA GUERRERO ALMARAZ|MARYSOL ALEJANDRA CEPEDA MARTINEZ
5|4|RSP|VERONICA ELIZABETH HERNANDEZ BECERRA|SIN CANDIDATURA
5|4|FS X MÉXICO|BLANCA CECILIA LOPEZ RIVERA|MARIA MAGDALENA PECINA MERAZ
5|4|PVEM_PT_MORENA|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|PVEM_PT|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|PVEM_MORENA|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|4|PT_MORENA|DIEGO EDUARDO DEL BOSQUE VILLARREAL|ROSAURA MONROY BECERRIL
5|5|PAN|JORGE ZERMEÑO INFANTE|ROGELIO ANTONIO CUELLAR GARCIA
5|5|PRI|JOSE ANTONIO GUTIERREZ JARDON|IRMA LETICIA CASTAÑO OROZCO
5|5|PRD|MARIA CRISTINA BETANCOURT GARCIA|NATALIA MURRA NUÑEZ
5|5|PVEM|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|PT|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|MOVIMIENTO CIUDADANO|JAVIER ANTONIO HANDAL CASTILLO|EMILIANO OVIEDO LOMAS
5|5|MORENA|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|PES|GANDHI BONERGE VEGA ARGUIJO|JOSE LUIS CUELLO ELIAS
5|5|RSP|DORIAN ALEJANDRO PERALTA AGUILAR|ERNESTO MARTINEZ CAJERO
5|5|FS X MÉXICO|DILERY MONSERRAT GUTIERREZ VALADEZ|ASENET CHAIREZ HERNANDEZ
5|5|PVEM_PT_MORENA|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|PVEM_PT|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|PVEM_MORENA|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|5|PT_MORENA|ANTONIO ATTOLINI MURRA|SANTIAGO CADENA VIESCA
5|6|PAN|FERNANDO IZAGUIRRE VALDES|RAMIRO VEGA REYES
5|6|PRI|SHAMIR FERNANDEZ HERNANDEZ|TEODORO ARGUIJO HERNANDEZ
5|6|PRD|PABLO FERNANDEZ LLAMAS|LUIS ANDONI ESQUIVEL AYALA
5|6|PVEM|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|PT|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|MOVIMIENTO CIUDADANO|ZULEMA ALEJANDRA ALVARADO GARCIA|SUSY TATIANA DURAN PACHECO
5|6|MORENA|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|PES|LAURA OLIVIA AYALA FABELA|DIANA LAURA DELGADO QUISTIAN
5|6|RSP|VICTOR FIDENCIO BACA LEYVA|MARTIN RIVERA GARCIA
5|6|FS X MÉXICO|EVANGELINA CHAVEZ RODRIGUEZ|EDNA LIZETTE RIVERA DE LEON
5|6|PVEM_PT_MORENA|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|PVEM_PT|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|PVEM_MORENA|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|6|PT_MORENA|ROSA ISELA PIÑA AVILA|GRACIELA COVARRUBIAS CONTLA
5|7|PAN|LAURA KARINA RAMIREZ RAMIREZ|MONICA GAYTAN GARCIA
5|7|PRI|JAIME BUENO ZERTUCHE|SERGIO HERNANDEZ FERRIÑO
5|7|PRD|JOSE LUIS LOPEZ CEPEDA|JOSE GUADALUPE CHAVEZ VERONICO
5|7|PVEM|SOFIA FRANCO VILLALOBOS|MARTHA CHARLOTTE GONZALEZ MULLER
5|7|PT|KARINA SALAS ALVARADO|SANDRA NIDIA CONTRERAS GARCIA
5|7|MOVIMIENTO CIUDADANO|KARLA GABRIELA CAMPBELL ZETINA|PATRICIA ALEJANDRA DE LA PEÑA VILLARREAL
5|7|MORENA|DIANA ISABEL HERNANDEZ AGUILAR|CLAUDIA CECILIA ZUÑIGA MONSIVAIS
5|7|PES|YESENIA LOURDES CARRILLO CAMPOS|ANA LUCIA LOPEZ ARELLANO
5|7|RSP|RAUL MONSIVAIS GALINDO|SIN CANDIDATURA
5|7|FS X MÉXICO|BARBARA CASTILLO LABORDE|VERONICA FERNANDEZ RIVERA
6|1|PAN|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PRI|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PRD|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PVEM|SERGIO AGUSTIN MORALES ANGUIANO|ALEJANDRO CABRERA SILVA
6|1|PT|ANILU SALAZAR MEJIA|ANA GUADALUPE AVILA SANCHEZ
6|1|MOVIMIENTO CIUDADANO|PATRICIA ALCARAZ PULIDO|MA REMEDIOS OLIVERA OROZCO
6|1|MORENA|VLADIMIR PARRA BARRAGAN|YAOMAUTZIN OHTOKANI OLVERA LARA
6|1|PES|BRENDA DEL CARMEN GUTIERREZ VEGA|ILENIA FABIOLA GUTIERREZ VEGA
6|1|RSP|SABINO HERMILO FLORES ARIAS|GUILLERMO CHANONA GONZALEZ
6|1|FS X MÉXICO|YOLANDA VERDUZCO GUZMAN|ROSA MARIA GONZALEZ ESPIRITU
6|1|PAN_PRI_PRD|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PAN_PRI|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PAN_PRD|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|1|PRI_PRD|RIULT RIVERA GUTIERREZ|CRISTIAN EXEQUIEL SUAREZ HEREDIA
6|2|PAN|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PRI|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PRD|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PVEM|RAFAEL MENDOZA GODINEZ|FERNANDO DIAZ CONTRERAS
6|2|PT|MARIA DE LOS ANGELES MAGAÑA FERNANDEZ|MARUSDALETH DEL ROSARIO MURGUIA PALOMERA
6|2|MOVIMIENTO CIUDADANO|FRANCISCO CUEVAS MARTIN|CUAUHTEMOC CALLEROS TENORIO
6|2|MORENA|ROSA MARIA BAYARDO CABRERA|MARIA DEL CARMEN ZUÑIGA CUEVAS
6|2|PES|MARCOS SANTANA MONTES|JOSE DANIEL MORENO NAVARRO
6|2|RSP|DAYNA VERONICA MARTINEZ VALDEZ|SANDRA LUZ ROMERO MONTERO
6|2|FS X MÉXICO|SONIA LOPEZ VERDE|ANDREA MONTES CORONA
6|2|PAN_PRI_PRD|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PAN_PRI|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PAN_PRD|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
6|2|PRI_PRD|OSCAR ARMANDO AVALOS VERDUGO|JORGE ARMANDO GAITAN SANCHEZ
7|1|PAN|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PRI|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PRD|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PVEM|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|PT|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|MOVIMIENTO CIUDADANO|ADA MARGARITA LASTRA MACOSAY|KARLA CECILIA HERNANDEZ CASTELLANOS
7|1|MORENA|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|PES|PATRICIA VAZQUEZ CASTELLANO|JOVITA GUZMAN PEREZ
7|1|RSP|RUBEN MADARIAGA RIVERA|ELOISA ELIZABET ZAVALETA LOPEZ
7|1|FS X MÉXICO|EVANGELINA LOPEZ VERA|MORELIA IRENE VAZQUEZ MARTINEZ
7|1|PAN_PRI_PRD|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PAN_PRI|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PAN_PRD|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PRI_PRD|MAURICIO FERNANDO LASTRA ESCUDERO|LUCAS SANTIAGO PEREZ PEREZ
7|1|PVEM_PT_MORENA|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|PVEM_PT|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|PVEM_MORENA|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|1|PT_MORENA|MANUELA DEL CARMEN OBRADOR NARVAEZ|MICAELA PEÑATE MONTEJO
7|2|PAN|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PRI|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PRD|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PVEM|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|PT|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|MOVIMIENTO CIUDADANO|BEATRIZ ADRIANA PEREZ ENCINO|MARIA LUCIA DE LA CRUZ JIMENEZ
7|2|MORENA|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|PES|FABIOLA ISABEL SANCHEZ GOMEZ|ANA OLIVIA MARTINEZ ALVAREZ
7|2|RSP|MARBELLA DEL CARMEN VAZQUEZ GOMEZ|CARLA ROSARIA GOMEZ VAZQUEZ
7|2|FS X MÉXICO|MOIRY JUDITH DOMINGUEZ ESPINOSA|JENNIFER ALEJANDRA RESENDEZ HERNANDEZ
7|2|PAN_PRI_PRD|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PAN_PRI|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PAN_PRD|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PRI_PRD|ROBERTO AQUILES AGUILAR HERNANDEZ|IRIS ADRIANA AGUILAR PAVON
7|2|PVEM_PT_MORENA|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|PVEM_PT|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|PVEM_MORENA|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|2|PT_MORENA|ADELA RAMOS JUAREZ|MICAELA PEREZ GONZALEZ
7|3|PAN|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PRI|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PRD|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PVEM|MANUELA ANGELICA MENDEZ CRUZ|GUADALUPE SANCHEZ CULEBRO
7|3|PT|SEBASTIANA GOMEZ MORENO|AMPARO GOMEZ LOPEZ
7|3|MOVIMIENTO CIUDADANO|ELIEZER RODRIGUEZ HERNANDEZ|ZOILA ROSA PEREZ JIMENEZ
7|3|MORENA|ALFREDO VAZQUEZ VAZQUEZ|ALFREDO TORRES HERNANDEZ
7|3|PES|MARIO ZENTENO GUERRERO|RICARDO COZAR CUNDAPI
7|3|RSP|MARIA VIRGINIA MENDEZ GOMEZ|MARIA ESTHER MUÑOZ PANIAGUA
7|3|FS X MÉXICO|YOLANDA GOMEZ SANTIZ|YURI IRACEMA PINTO GONZALEZ
7|3|PAN_PRI_PRD|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PAN_PRI|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PAN_PRD|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|3|PRI_PRD|REYNA MAYTE MARIN OVANDO|ARACELI AGUILAR GOMEZ
7|4|PAN|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PRI|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PRD|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PVEM|DULCE MARIA RODRIGUEZ OVANDO|MONSERRAT LINARES DOMINGUEZ
7|4|PT|CESAR CARBALLO SANGEADO|HECTOR MAZA REYEZ
7|4|MOVIMIENTO CIUDADANO|TERESITA DE JESUS ROQUE LOPEZ|KARLA ESTEFANIA LOPEZ AGUILAR
7|4|MORENA|JOAQUIN ZEBADUA ALVA|NORMA EDITH GUTIERREZ SANCHEZ
7|4|PES|MARTHA CARBALLO SANGEADO|ARGELIA GRAJALES GONZALEZ
7|4|RSP|JANE DE GUADALUPE DE LA CRUZ PALACIOS|GUADALUPE SOLIS RAMOS
7|4|FS X MÉXICO|YESENIA ALAMILLA VICENTE|KARLA PATRICIA DE VELASCO RODRIGUEZ
7|4|PAN_PRI_PRD|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PAN_PRI|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PAN_PRD|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|4|PRI_PRD|MILDRED CAROLINA CALVO CHACON|DORALI PACECITA CRUZ GUICHARD
7|5|PAN|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PRI|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PRD|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PVEM|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|PT|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|MOVIMIENTO CIUDADANO|FLOR DE MARIA GONZALEZ PEREZ|EVA RUTH SANTIZ DIAZ
7|5|MORENA|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|PES|MANUEL COLLAZO GOMEZ|ANA LAURA AGUILAR MARTINEZ
7|5|RSP|MARIO DE JESUS GOMEZ DOMINGUEZ|GILBERTO HERNANDEZ PEREZ
7|5|FS X MÉXICO|ALFONSO ALEJANDRO HERNANDEZ AGUILAR|LUIS ANTONIO SANTIAGO MARTINEZ
7|5|PAN_PRI_PRD|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PAN_PRI|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PAN_PRD|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PRI_PRD|YEIMI YAZMIN AGUILAR CIFUENTES|ELENA PEREZ RAMOS
7|5|PVEM_PT_MORENA|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|PVEM_PT|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|PVEM_MORENA|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|5|PT_MORENA|CLEMENTINA MARTA DEKKER GOMEZ|CATALINA HERNANDEZ GIRON
7|6|PAN|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PRI|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PRD|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PVEM|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|PT|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|MOVIMIENTO CIUDADANO|ADRIANA MANUELA ROBLES FELIX|DANIELA ADRIANA LOPEZ MAZARIEGOS
7|6|MORENA|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|PES|VANESSA TRACONIS QUEVEDO|BARBARA VANESSA CASTILLO ALFARO
7|6|RSP|YARA MANZUR CONSTANTINO|LIZZETTE CUELLAR TREJO
7|6|FS X MÉXICO|JORGE ARTURO SANCHEZ FLORES|ULISES MASIEL AGUILAR JIMENEZ
7|6|PAN_PRI_PRD|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PAN_PRI|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PAN_PRD|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PRI_PRD|CARLOS MOLANO ROBLES|VICTOR HUGO MENDOZA AGUILAR
7|6|PVEM_PT_MORENA|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|PVEM_PT|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|PVEM_MORENA|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|6|PT_MORENA|JORGE LUIS LLAVEN ABARCA|ROGER CELERINO NANGUYASMU VICENTE
7|7|PAN|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PRI|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PRD|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PVEM|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|PT|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|MOVIMIENTO CIUDADANO|JESSICA HANNIA VAZQUEZ LABRADOR|YASMILETH TOLEDO DE LOS SANTOS
7|7|MORENA|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|PES|SILVIA TORREBLANCA ALFARO|CONCEPCION CUETO LOPEZ
7|7|RSP|VERONICA ARCEO SOLIS|ANA PATRICIA DEL CARMEN PEREZ ZUÑIGA
7|7|FS X MÉXICO|ANA ELSY ARREOLA MOGUEL|MARY CARMEN ULLOA HERNANDEZ
7|7|PAN_PRI_PRD|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PAN_PRI|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PAN_PRD|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PRI_PRD|KENIA PALACIOS OVANDO|JENNDY MARIELA GIRON DE LEON
7|7|PVEM_PT_MORENA|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|PVEM_PT|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|PVEM_MORENA|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|7|PT_MORENA|MANUEL DE JESUS NARCIA COUTIÑO|JOSE JUAN TRINIDAD BALBOA
7|8|PAN|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PRI|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PRD|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PVEM|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|PT|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|MOVIMIENTO CIUDADANO|RAUL FIGUEROA GOMEZ|WALTER FERNANDO GUILLEN GUILLEN
7|8|MORENA|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|PES|CINTHYA VIANNEY REYES SUMUANO|KARINA BERENICE ARREOLA LOPEZ
7|8|RSP|NURY DEL IVANE JIMENEZ PEREZ|KARLA NOEMI GUTIERREZ BARRON
7|8|FS X MÉXICO|SIN CANDIDATURA|SIN CANDIDATURA
7|8|PAN_PRI_PRD|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PAN_PRI|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PAN_PRD|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PRI_PRD|MARIO CARLOS CULEBRO VELASCO|CORAZON GOMEZ CONSUEGRA
7|8|PVEM_PT_MORENA|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|PVEM_PT|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|PVEM_MORENA|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|8|PT_MORENA|ISMAEL BRITO MAZARIEGOS|ABRAHAM GUTIERREZ CALDERON
7|9|PAN|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PRI|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PRD|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PVEM|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|PT|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|MOVIMIENTO CIUDADANO|JUAN CARLOS CAL Y MAYOR FRANCO|ENOCH ARAUJO ZAVALETA
7|9|MORENA|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|PES|LETICIA ARLETT AGUILAR MOLINA|LAURA ORDOÑEZ GIRON
7|9|RSP|SERAFIN CULEBRO GONZALEZ|SADOT CHONGO RUIZ
7|9|FS X MÉXICO|VICENTE VAZQUEZ GONZALEZ|PAHULO ARTURO VILLAGRAN ORTIZ
7|9|PAN_PRI_PRD|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PAN_PRI|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PAN_PRD|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PRI_PRD|EMILIO ENRIQUE SALAZAR FARIAS|CESAREO HERNANDEZ SANTOS
7|9|PVEM_PT_MORENA|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|PVEM_PT|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|PVEM_MORENA|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|9|PT_MORENA|ADRIANA BUSTAMANTE CASTELLANOS|CYNTHIA JAMILETH CORZO SARMIENTO
7|10|PAN|JULIAN NAZAR MORALES|JORDAN SEBASTIAN MONTERO VIDAL
7|10|PRI|JULIAN NAZAR MORALES|JORDAN SEBASTIAN MONTERO VIDAL
7|10|PRD|JULIAN NAZAR MORALES|JORDAN SEBASTIAN MONTERO VIDAL
7|10|PVEM|JUAN PABLO MONTES DE OCA AVENDAÑO|MARIA DEL CARMEN FERNANDEZ BENAVENTE
7|10|PT|JUAN PABLO MONTES DE OCA AVENDAÑO|MARIA DEL CARMEN FERNANDEZ BENAVENTE
7|10|MOVIMIENTO CIUDADANO|ARIANA GUADALUPE SURIANO MARTINEZ|MARIA DE JESUS LOPEZ ESPINOSA
7|10|MORENA|JUAN PABLO MONTES DE OCA AVENDAÑO|MARIA DEL CARMEN FERNANDEZ BENAVENTE
